gml_id,oid,aktualit,art,name,rs,ags,uebobjekt,ueboname
DE091770139139,DE091770139139,2023-08-29Z,Gemeinde,Taufkirchen (Vils),"091770139139","09177139",DE091770139,Taufkirchen (Vils)
DE091795131136,DE091795131136,2023-08-31Z,Gemeinde,Mammendorf,"091795131136","09179136",DE091795131,Verwaltungsgemeinschaft Mammendorf
DE091790138138,DE091790138138,2023-08-31Z,Gemeinde,Moorenweis,"091790138138","09179138",DE091790138,Moorenweis
DE091760126126,DE091760126126,2023-08-30Z,Gemeinde,Gaimersheim,"091760126126","09176126",DE091760126,Gaimersheim
DE091790149149,DE091790149149,2023-08-31Z,Gemeinde,Türkenfeld,"091790149149","09179149",DE091790149,Türkenfeld
DE091805137128,DE091805137128,2023-08-31Z,Gemeinde,Riegsee,"091805137128","09180128",DE091805137,Verwaltungsgemeinschaft Seehausen a.Staffelsee
DE091790126126,DE091790126126,2023-08-24Z,Gemeinde,Gröbenzell,"091790126126","09179126",DE091790126,Gröbenzell
DE091815138121,DE091815138121,2023-08-31Z,Gemeinde,Fuchstal,"091815138121","09181121",DE091815138,Verwaltungsgemeinschaft Fuchstal
DE091760129129,DE091760129129,2023-08-30Z,Gemeinde,Großmehring,"091760129129","09176129",DE091760129,Großmehring
DE091870172172,DE091870172172,2023-08-26Z,Gemeinde,Samerberg,"091870172172","09187172",DE091870172,Samerberg
DE091765118149,DE091765118149,2023-08-30Z,Gemeinde,Nassenfels,"091765118149","09176149",DE091765118,Verwaltungsgemeinschaft Nassenfels
DE091870114114,DE091870114114,2023-08-28Z,Gemeinde,Aschau i.Chiemgau,"091870114114","09187114",DE091870114,Aschau i.Chiemgau
DE091905178145,DE091905178145,2023-08-19Z,Gemeinde,Rottenbuch,"091905178145","09190145",DE091905178,Verwaltungsgemeinschaft Rottenbuch
DE091860128128,DE091860128128,2023-08-31Z,Gemeinde,Hohenwart,"091860128128","09186128",DE091860128,Hohenwart
DE091860137137,DE091860137137,2023-08-31Z,Gemeinde,Manching,"091860137137","09186137",DE091860137,Manching
DE091865158144,DE091865158144,2023-08-31Z,Gemeinde,Pörnbach,"091865158144","09186144",DE091865158,Verwaltungsgemeinschaft Reichertshofen
DE091865158147,DE091865158147,2023-08-31Z,Gemeinde,Reichertshofen,"091865158147","09186147",DE091865158,Verwaltungsgemeinschaft Reichertshofen
DE091795131132,DE091795131132,2023-08-30Z,Gemeinde,Landsberied,"091795131132","09179132",DE091795131,Verwaltungsgemeinschaft Mammendorf
DE091840112112,DE091840112112,2023-08-23Z,Gemeinde,Aschheim,"091840112112","09184112",DE091840112,Aschheim
DE091860149149,DE091860149149,2023-08-31Z,Gemeinde,Rohrbach,"091860149149","09186149",DE091860149,Rohrbach
DE091790142142,DE091790142142,2023-08-30Z,Gemeinde,Olching,"091790142142","09179142",DE091790142,Olching
DE091850139139,DE091850139139,2023-08-24Z,Gemeinde,Karlshuld,"091850139139","09185139",DE091850139,Karlshuld
DE091835151136,DE091835151136,2023-08-11Z,Gemeinde,Polling,"091835151136","09183136",DE091835151,Verwaltungsgemeinschaft Polling
DE091815140138,DE091815140138,2023-08-09Z,Gemeinde,Scheuring,"091815140138","09181138",DE091815140,Verwaltungsgemeinschaft Prittriching
DE091840114114,DE091840114114,2023-08-23Z,Gemeinde,Brunnthal,"091840114114","09184114",DE091840114,Brunnthal
DE091795131137,DE091795131137,2023-08-22Z,Gemeinde,Mittelstetten,"091795131137","09179137",DE091795131,Verwaltungsgemeinschaft Mammendorf
DE091840120120,DE091840120120,2023-08-23Z,Gemeinde,Gräfelfing,"091840120120","09184120",DE091840120,Gräfelfing
DE092710153153,DE092710153153,2023-08-28Z,Gemeinde,Winzer,"092710153153","09271153",DE092710153,Winzer
DE091860151151,DE091860151151,2023-08-31Z,Gemeinde,Scheyern,"091860151151","09186151",DE091860151,Scheyern
DE091840146146,DE091840146146,2023-08-29Z,Gemeinde,Neubiberg,"091840146146","09184146",DE091840146,Neubiberg
DE091790145145,DE091790145145,2023-08-30Z,Gemeinde,Puchheim,"091790145145","09179145",DE091790145,Puchheim
DE091820111111,DE091820111111,2023-08-25Z,Gemeinde,Bad Wiessee,"091820111111","09182111",DE091820111,Bad Wiessee
DE091899451451,DE091899451451,2023-05-15Z,Gemeinde,Chiemsee,"091899451451","09189451",DE091899451,Chiemsee
DE091800116116,DE091800116116,2023-08-30Z,Gemeinde,Farchant,"091800116116","09180116",DE091800116,Farchant
DE091820132132,DE091820132132,2023-08-25Z,Gemeinde,Tegernsee,"091820132132","09182132",DE091820132,Tegernsee
DE091849457457,DE091849457457,2023-08-29Z,Gemeinde,Perlacher Forst,"091849457457","09184457",DE091849457,Perlacher Forst
DE091800123123,DE091800123123,2023-08-30Z,Gemeinde,Mittenwald,"091800123123","09180123",DE091800123,Mittenwald
DE091805136119,DE091805136119,2023-08-22Z,Gemeinde,Großweil,"091805136119","09180119",DE091805136,Verwaltungsgemeinschaft Ohlstadt
DE091805137132,DE091805137132,2023-08-22Z,Gemeinde,Seehausen a.Staffelsee,"091805137132","09180132",DE091805137,Verwaltungsgemeinschaft Seehausen a.Staffelsee
DE091840130130,DE091840130130,2023-08-25Z,Gemeinde,Ismaning,"091840130130","09184130",DE091840130,Ismaning
DE092760113113,DE092760113113,2023-08-26Z,Gemeinde,Arnbruck,"092760113113","09276113",DE092760113,Arnbruck
DE091835183126,DE091835183126,2023-08-30Z,Gemeinde,Maitenbeth,"091835183126","09183126",DE091835183,Verwaltungsgemeinschaft Maitenbeth
DE091875165170,DE091875165170,2023-08-31Z,Gemeinde,Rott a.Inn,"091875165170","09187170",DE091875165,Verwaltungsgemeinschaft Rott a.Inn
DE091835151134,DE091835151134,2023-07-25Z,Gemeinde,Oberneukirchen,"091835151134","09183134",DE091835151,Verwaltungsgemeinschaft Polling
DE091830135135,DE091830135135,2023-08-30Z,Gemeinde,Obertaufkirchen,"091830135135","09183135",DE091830135,Obertaufkirchen
DE091870113113,DE091870113113,2023-08-29Z,Gemeinde,Amerang,"091870113113","09187113",DE091870113,Amerang
DE091865157126,DE091865157126,2023-08-08Z,Gemeinde,Hettenshausen,"091865157126","09186126",DE091865157,Verwaltungsgemeinschaft Ilmmünster
DE092760129129,DE092760129129,2023-08-26Z,Gemeinde,Langdorf,"092760129129","09276129",DE092760129,Langdorf
DE091839451451,DE091839451451,2023-02-03Z,Gemeinde,Mühldorfer Hart,"091839451451","09183451",DE091839451,Mühldorfer Hart
DE091830144144,DE091830144144,2023-08-30Z,Gemeinde,Schwindegg,"091830144144","09183144",DE091830144,Schwindegg
DE091830148148,DE091830148148,2023-08-30Z,Gemeinde,Waldkraiburg,"091830148148","09183148",DE091830148,Waldkraiburg
DE091870176176,DE091870176176,2023-08-31Z,Gemeinde,Soyen,"091870176176","09187176",DE091870176,Soyen
DE091865156116,DE091865156116,2023-08-23Z,Gemeinde,Ernsgaden,"091865156116","09186116",DE091865156,Verwaltungsgemeinschaft Geisenfeld
DE091870177177,DE091870177177,2023-08-31Z,Gemeinde,Stephanskirchen,"091870177177","09187177",DE091870177,Stephanskirchen
DE091870179179,DE091870179179,2023-08-31Z,Gemeinde,Tuntenhausen,"091870179179","09187179",DE091870179,Tuntenhausen
DE091875160121,DE091875160121,2023-08-11Z,Gemeinde,Breitbrunn a.Chiemsee,"091875160121","09187121",DE091875160,Verwaltungsgemeinschaft Breitbrunn a.Chiemsee
DE092760135135,DE092760135135,2023-08-26Z,Gemeinde,Prackenbach,"092760135135","09276135",DE092760135,Prackenbach
DE091870181181,DE091870181181,2023-08-31Z,Gemeinde,Vogtareuth,"091870181181","09187181",DE091870181,Vogtareuth
DE091880120120,DE091880120120,2023-08-31Z,Gemeinde,Gauting,"091880120120","09188120",DE091880120,Gauting
DE095719451451,DE095719451451,2022-06-20Z,Gemeinde,Unterer Wald,"095719451451","09571451",DE095719451,Unterer Wald
DE092620000000,DE092620000000,2023-08-31Z,Gemeinde,Passau,"092620000000","09262000",DE092620000,Passau
DE091895170137,DE091895170137,2023-08-11Z,Gemeinde,Pittenhart,"091895170137","09189137",DE091895170,Verwaltungsgemeinschaft Obing
DE092630000000,DE092630000000,2023-08-31Z,Gemeinde,Straubing,"092630000000","09263000",DE092630000,Straubing
DE092710111111,DE092710111111,2023-08-31Z,Gemeinde,Aholming,"092710111111","09271111",DE092710111,Aholming
DE091860158158,DE091860158158,2023-08-30Z,Gemeinde,Vohburg a.d.Donau,"091860158158","09186158",DE091860158,Vohburg a.d.Donau
DE093765341133,DE093765341133,2023-08-05Z,Gemeinde,Guteneck,"093765341133","09376133",DE093765341,Verwaltungsgemeinschaft Nabburg
DE091870118118,DE091870118118,2023-08-30Z,Gemeinde,Bernau a.Chiemsee,"091870118118","09187118",DE091870118,Bernau a.Chiemsee
DE092715205118,DE092715205118,2023-08-31Z,Gemeinde,Buchhofen,"092715205118","09271118",DE092715205,Verwaltungsgemeinschaft Moos
DE092710119119,DE092710119119,2023-08-31Z,Gemeinde,Deggendorf,"092710119119","09271119",DE092710119,Deggendorf
DE091895173150,DE091895173150,2023-08-11Z,Gemeinde,Taching a.See,"091895173150","09189150",DE091895173,Verwaltungsgemeinschaft Waging a.See
DE093755338171,DE093755338171,2023-08-21Z,Gemeinde,Mötzing,"093755338171","09375171",DE093755338,Verwaltungsgemeinschaft Sünching
DE091880132132,DE091880132132,2023-08-29Z,Gemeinde,Seefeld,"091880132132","09188132",DE091880132,Seefeld
DE091870120120,DE091870120120,2023-08-30Z,Gemeinde,Brannenburg,"091870120120","09187120",DE091870120,Brannenburg
DE093765342162,DE093765342162,2023-08-07Z,Gemeinde,Schwarzach b.Nabburg,"093765342162","09376162",DE093765342,Verwaltungsgemeinschaft Schwarzenfeld
DE092710122122,DE092710122122,2023-08-31Z,Gemeinde,Grafling,"092710122122","09271122",DE092710122,Grafling
DE091905180154,DE091905180154,2023-08-16Z,Gemeinde,Steingaden,"091905180154","09190154",DE091905180,Verwaltungsgemeinschaft Steingaden
DE095720119119,DE095720119119,2023-08-14Z,Gemeinde,Bubenreuth,"095720119119","09572119",DE095720119,Bubenreuth
DE093740124124,DE093740124124,2023-08-26Z,Gemeinde,Grafenwöhr,"093740124124","09374124",DE093740124,Grafenwöhr
DE091890114114,DE091890114114,2023-08-24Z,Gemeinde,Chieming,"091890114114","09189114",DE091890114,Chieming
DE091880113113,DE091880113113,2023-08-30Z,Gemeinde,Berg,"091880113113","09188113",DE091880113,Berg
DE093730121121,DE093730121121,2023-08-28Z,Gemeinde,Dietfurt a.d.Altmühl,"093730121121","09373121",DE093730121,Dietfurt a.d.Altmühl
DE091905174151,DE091905174151,2023-08-18Z,Gemeinde,Schwabsoien,"091905174151","09190151",DE091905174,Verwaltungsgemeinschaft Altenstadt
DE091905179152,DE091905179152,2023-08-18Z,Gemeinde,Seeshaupt,"091905179152","09190152",DE091905179,Verwaltungsgemeinschaft Seeshaupt
DE092735218139,DE092735218139,2023-08-31Z,Gemeinde,Kirchdorf,"092735218139","09273139",DE092735218,Verwaltungsgemeinschaft Siegenburg
DE092730147147,DE092730147147,2023-08-31Z,Gemeinde,Mainburg,"092730147147","09273147",DE092730147,Mainburg
DE092725212139,DE092725212139,2023-08-11Z,Gemeinde,Philippsreut,"092725212139","09272139",DE092725212,Verwaltungsgemeinschaft Hinterschmiding
DE091880145145,DE091880145145,2023-08-30Z,Gemeinde,Wörthsee,"091880145145","09188145",DE091880145,Wörthsee
DE092715202126,DE092715202126,2023-08-24Z,Gemeinde,Hunding,"092715202126","09271126",DE092715202,Verwaltungsgemeinschaft Lalling
DE091890115115,DE091890115115,2023-08-30Z,Gemeinde,Engelsberg,"091890115115","09189115",DE091890115,Engelsberg
DE091905175114,DE091905175114,2023-08-23Z,Gemeinde,Bernbeuren,"091905175114","09190114",DE091905175,Verwaltungsgemeinschaft Bernbeuren
DE093765343153,DE093765343153,2023-08-28Z,Gemeinde,Pfreimd,"093765343153","09376153",DE093765343,Verwaltungsgemeinschaft Pfreimd
DE092739451451,DE092739451451,2023-03-03Z,Gemeinde,Dürnbucher Forst,"092739451451","09273451",DE092739451,Dürnbucher Forst
DE092730152152,DE092730152152,2023-08-31Z,Gemeinde,Neustadt a.d.Donau,"092730152152","09273152",DE092730152,Neustadt a.d.Donau
DE091890119119,DE091890119119,2023-08-30Z,Gemeinde,Grabenstätt,"091890119119","09189119",DE091890119,Grabenstätt
DE092730159159,DE092730159159,2023-08-31Z,Gemeinde,Painten,"092730159159","09273159",DE092730159,Painten
DE094725414166,DE094725414166,2023-08-19Z,Gemeinde,Mistelbach,"094725414166","09472166",DE094725414,Verwaltungsgemeinschaft Mistelbach
DE093765344167,DE093765344167,2023-08-28Z,Gemeinde,Stadlern,"093765344167","09376167",DE093765344,Verwaltungsgemeinschaft Schönsee
DE091890120120,DE091890120120,2023-08-30Z,Gemeinde,Grassau,"091890120120","09189120",DE091890120,Grassau
DE092735215121,DE092735215121,2023-08-25Z,Gemeinde,Essing,"092735215121","09273121",DE092735215,Verwaltungsgemeinschaft Ihrlerstein
DE092735219163,DE092735219163,2023-08-31Z,Gemeinde,Elsendorf,"092735219163","09273163",DE092735219,Verwaltungsgemeinschaft Mainburg
DE092715206114,DE092715206114,2023-08-29Z,Gemeinde,Außernzell,"092715206114","09271114",DE092715206,Verwaltungsgemeinschaft Schöllnach
DE094720131131,DE094720131131,2023-08-28Z,Gemeinde,Eckersdorf,"094720131131","09472131",DE094720131,Eckersdorf
DE095725510126,DE095725510126,2023-08-19Z,Gemeinde,Gremsdorf,"095725510126","09572126",DE095725510,Verwaltungsgemeinschaft Höchstadt a.d.Aisch
DE094785446144,DE094785446144,2023-08-26Z,Gemeinde,Marktzeuln,"094785446144","09478144",DE094785446,Verwaltungsgemeinschaft Hochstadt-Marktzeuln
DE092750114114,DE092750114114,2023-08-31Z,Gemeinde,Aldersbach,"092750114114","09275114",DE092750114,Aldersbach
DE092725211147,DE092725211147,2023-08-23Z,Gemeinde,Schönberg,"092725211147","09272147",DE092725211,Verwaltungsgemeinschaft Schönberg
DE094790135135,DE094790135135,2023-08-26Z,Gemeinde,Marktleuthen,"094790135135","09479135",DE094790135,Marktleuthen
DE094790136136,DE094790136136,2023-08-26Z,Gemeinde,Marktredwitz,"094790136136","09479136",DE094790136,Marktredwitz
DE092740146146,DE092740146146,2023-08-24Z,Gemeinde,Kumhausen,"092740146146","09274146",DE092740146,Kumhausen
DE092715204143,DE092715204143,2023-08-30Z,Gemeinde,Otzing,"092715204143","09271143",DE092715204,Verwaltungsgemeinschaft Oberpöring
DE091875184186,DE091875184186,2023-08-17Z,Gemeinde,Albaching,"091875184186","09187186",DE091875184,Verwaltungsgemeinschaft Pfaffing
DE094730112112,DE094730112112,2023-08-28Z,Gemeinde,Ahorn,"094730112112","09473112",DE094730112,Ahorn
DE092750119119,DE092750119119,2023-08-25Z,Gemeinde,Büchlberg,"092750119119","09275119",DE092750119,Büchlberg
DE092720146146,DE092720146146,2023-08-08Z,Gemeinde,Neuschönau,"092720146146","09272146",DE092720146,Neuschönau
DE092710146146,DE092710146146,2023-08-30Z,Gemeinde,Plattling,"092710146146","09271146",DE092710146,Plattling
DE094730121121,DE094730121121,2023-08-28Z,Gemeinde,Ebersdorf b.Coburg,"094730121121","09473121",DE094730121,Ebersdorf b.Coburg
DE091895169146,DE091895169146,2023-07-18Z,Gemeinde,Staudach-Egerndach,"091895169146","09189146",DE091895169,Verwaltungsgemeinschaft Marquartstein
DE092720140140,DE092720140140,2023-08-29Z,Gemeinde,Ringelai,"092720140140","09272140",DE092720140,Ringelai
DE092750116116,DE092750116116,2023-08-31Z,Gemeinde,Bad Füssing,"092750116116","09275116",DE092750116,Bad Füssing
DE092750121121,DE092750121121,2023-08-31Z,Gemeinde,Fürstenstein,"092750121121","09275121",DE092750121,Fürstenstein
DE092750124124,DE092750124124,2023-08-31Z,Gemeinde,Bad Griesbach i.Rottal,"092750124124","09275124",DE092750124,Bad Griesbach i.Rottal
DE092750127127,DE092750127127,2023-08-31Z,Gemeinde,Hofkirchen,"092750127127","09275127",DE092750127,Hofkirchen
DE094725413141,DE094725413141,2023-08-15Z,Gemeinde,Glashütten,"094725413141","09472141",DE094725413,Verwaltungsgemeinschaft Mistelgau
DE091905179132,DE091905179132,2023-08-22Z,Gemeinde,Iffeldorf,"091905179132","09190132",DE091905179,Verwaltungsgemeinschaft Seeshaupt
DE095769455455,DE095769455455,2022-12-09Z,Gemeinde,Soos,"095769455455","09576455",DE095769455,Soos
DE091710131,DE091710131,2023-08-14Z,Verwaltungsgemeinschaft / Einheitsgemeinde,Teising,"091710131",,DE09171,Landkreis Altötting
DE095755518147,DE095755518147,2023-08-26Z,Gemeinde,Markt Taschendorf,"095755518147","09575147",DE095755518,Verwaltungsgemeinschaft Scheinfeld
DE094775437159,DE094775437159,2023-08-28Z,Gemeinde,Untersteinach,"094775437159","09477159",DE094775437,Verwaltungsgemeinschaft Untersteinach
DE092770114114,DE092770114114,2023-08-31Z,Gemeinde,Dietersburg,"092770114114","09277114",DE092770114,Dietersburg
DE095650000000,DE095650000000,2023-08-28Z,Gemeinde,Schwabach,"095650000000","09565000",DE095650000,Schwabach
DE092770116116,DE092770116116,2023-08-31Z,Gemeinde,Eggenfelden,"092770116116","09277116",DE092770116,Eggenfelden
DE092775239131,DE092775239131,2023-08-11Z,Gemeinde,Malgersdorf,"092775239131","09277131",DE092775239,Verwaltungsgemeinschaft Falkenberg
DE092770117117,DE092770117117,2023-08-31Z,Gemeinde,Egglham,"092770117117","09277117",DE092770117,Egglham
DE092770121121,DE092770121121,2023-08-31Z,Gemeinde,Gangkofen,"092770121121","09277121",DE092770121,Gangkofen
DE092770124124,DE092770124124,2023-08-31Z,Gemeinde,Hebertsfelden,"092770124124","09277124",DE092770124,Hebertsfelden
DE095715501181,DE095715501181,2023-08-28Z,Gemeinde,Neusitz,"095715501181","09571181",DE095715501,Verwaltungsgemeinschaft Rothenburg ob der Tauber
DE092735218181,DE092735218181,2023-08-29Z,Gemeinde,Wildenberg,"092735218181","09273181",DE092735218,Verwaltungsgemeinschaft Siegenburg
DE092775240133,DE092775240133,2023-08-31Z,Gemeinde,Massing,"092775240133","09277133",DE092775240,Verwaltungsgemeinschaft Massing
DE092740124124,DE092740124124,2023-08-29Z,Gemeinde,Eching,"092740124124","09274124",DE092740124,Eching
DE091895166161,DE091895166161,2023-08-17Z,Gemeinde,Vachendorf,"091895166161","09189161",DE091895166,Verwaltungsgemeinschaft Bergen
DE095749462462,DE095749462462,2022-08-11Z,Gemeinde,Rückersdorfer Forst,"095749462462","09574462",DE095749462,Rückersdorfer Forst
DE092780197197,DE092780197197,2023-08-31Z,Gemeinde,Wiesenfelden,"092780197197","09278197",DE092780197,Wiesenfelden
DE092790112112,DE092790112112,2023-08-31Z,Gemeinde,Dingolfing,"092790112112","09279112",DE092790112,Dingolfing
DE092795208116,DE092795208116,2023-08-31Z,Gemeinde,Gottfrieding,"092795208116","09279116",DE092795208,Verwaltungsgemeinschaft Mamming
DE092790124124,DE092790124124,2023-08-31Z,Gemeinde,Loiching,"092790124124","09279124",DE092790124,Loiching
DE092760134134,DE092760134134,2023-08-29Z,Gemeinde,Patersdorf,"092760134134","09276134",DE092760134,Patersdorf
DE092775244118,DE092775244118,2023-08-24Z,Gemeinde,Ering,"092775244118","09277118",DE092775244,Verwaltungsgemeinschaft Ering
DE092775240122,DE092775240122,2023-08-24Z,Gemeinde,Geratskirchen,"092775240122","09277122",DE092775240,Verwaltungsgemeinschaft Massing
DE092795208125,DE092795208125,2023-08-31Z,Gemeinde,Mamming,"092795208125","09279125",DE092795208,Verwaltungsgemeinschaft Mamming
DE092790127127,DE092790127127,2023-08-31Z,Gemeinde,Mengkofen,"092790127127","09279127",DE092790127,Mengkofen
DE092750128128,DE092750128128,2023-08-30Z,Gemeinde,Hutthurm,"092750128128","09275128",DE092750128,Hutthurm
DE096715604153,DE096715604153,2023-08-21Z,Gemeinde,Sommerkahl,"096715604153","09671153",DE096715604,Verwaltungsgemeinschaft Schöllkrippen
DE092750133133,DE092750133133,2023-08-30Z,Gemeinde,Neuburg a.Inn,"092750133133","09275133",DE092750133,Neuburg a.Inn
DE092750135135,DE092750135135,2023-08-30Z,Gemeinde,Neukirchen vorm Wald,"092750135135","09275135",DE092750135,Neukirchen vorm Wald
DE092760138138,DE092760138138,2023-08-29Z,Gemeinde,Regen,"092760138138","09276138",DE092760138,Regen
DE094795443127,DE094795443127,2023-08-15Z,Gemeinde,Hohenberg a.d.Eger,"094795443127","09479127",DE094795443,Verwaltungsgemeinschaft Schirnding
DE092760144144,DE092760144144,2023-08-29Z,Gemeinde,Viechtach,"092760144144","09276144",DE092760144,Viechtach
DE092765238146,DE092765238146,2023-08-29Z,Gemeinde,Zachenberg,"092765238146","09276146",DE092765238,Verwaltungsgemeinschaft Ruhmannsfelden
DE095749463463,DE095749463463,2022-09-14Z,Gemeinde,Schönberg,"095749463463","09574463",DE095749463,Schönberg
DE097765738127,DE097765738127,2023-08-28Z,Gemeinde,Stiefenhofen,"097765738127","09776127",DE097765738,Verwaltungsgemeinschaft Stiefenhofen
DE097775753128,DE097775753128,2023-08-28Z,Gemeinde,Friesenried,"097775753128","09777128",DE097775753,Verwaltungsgemeinschaft Eggenthal
DE093749458,DE093749458,2022-06-27Z,Verwaltungsgemeinschaft / Einheitsgemeinde,Speinsharter Forst,"093749458",,DE09374,Landkreis Neustadt a.d.Waldnaab
